@relation abalone
@attribute Sex integer [1, 3]
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings integer [1, 29]
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
1, 0.515, 0.37, 0.115, 0.6145, 0.3415, 0.155, 0.146, 9
2, 0.61, 0.475, 0.14, 1.133, 0.5275, 0.2355, 0.35, 11
3, 0.5, 0.375, 0.14, 0.5495, 0.248, 0.112, 0.1585, 7
3, 0.36, 0.27, 0.09, 0.232, 0.12, 0.0435, 0.056, 8
1, 0.485, 0.355, 0.12, 0.547, 0.215, 0.1615, 0.14, 10
1, 0.46, 0.355, 0.11, 0.415, 0.215, 0.082, 0.13, 12
2, 0.41, 0.325, 0.105, 0.3635, 0.159, 0.077, 0.12, 10
1, 0.63, 0.515, 0.155, 1.259, 0.4105, 0.197, 0.41, 13
3, 0.62, 0.485, 0.17, 1.208, 0.4805, 0.3045, 0.33, 15
1, 0.47, 0.365, 0.12, 0.612, 0.327, 0.15, 0.14, 8
3, 0.44, 0.345, 0.115, 0.545, 0.269, 0.111, 0.1305, 6
1, 0.665, 0.5, 0.175, 1.2975, 0.6075, 0.314, 0.315, 9
2, 0.725, 0.53, 0.19, 1.7315, 0.83, 0.398, 0.405, 11
2, 0.68, 0.55, 0.21, 1.7445, 0.5975, 0.305, 0.625, 17
1, 0.495, 0.395, 0.125, 0.5415, 0.2375, 0.1345, 0.155, 9
3, 0.47, 0.35, 0.13, 0.466, 0.1845, 0.099, 0.145, 11
1, 0.46, 0.36, 0.135, 0.6105, 0.1955, 0.107, 0.235, 14
1, 0.63, 0.505, 0.175, 1.221, 0.555, 0.252, 0.34, 12
1, 0.625, 0.5, 0.18, 1.3705, 0.645, 0.303, 0.3705, 12
1, 0.515, 0.455, 0.135, 0.7225, 0.295, 0.1625, 0.235, 9
1, 0.48, 0.375, 0.145, 0.777, 0.216, 0.13, 0.17, 9
2, 0.48, 0.38, 0.145, 0.59, 0.232, 0.141, 0.23, 12
3, 0.32, 0.225, 0.085, 0.1415, 0.0675, 0.0295, 0.0405, 6
2, 0.57, 0.44, 0.14, 0.9535, 0.3785, 0.201, 0.305, 17
2, 0.625, 0.485, 0.2, 1.38, 0.5845, 0.302, 0.401, 9
1, 0.58, 0.445, 0.16, 0.984, 0.49, 0.201, 0.27, 9
1, 0.605, 0.475, 0.19, 1.1255, 0.59, 0.247, 0.26, 10
3, 0.475, 0.355, 0.115, 0.5195, 0.279, 0.088, 0.1325, 7
3, 0.325, 0.27, 0.1, 0.185, 0.08, 0.0435, 0.065, 6
2, 0.55, 0.44, 0.125, 0.765, 0.33, 0.2125, 0.245, 9
2, 0.51, 0.37, 0.21, 1.183, 0.508, 0.292, 0.343, 9
3, 0.435, 0.3, 0.12, 0.5965, 0.259, 0.139, 0.1645, 8
2, 0.71, 0.53, 0.195, 1.8745, 0.6755, 0.4065, 0.6855, 12
3, 0.33, 0.255, 0.08, 0.205, 0.0895, 0.0395, 0.055, 7
1, 0.54, 0.42, 0.19, 0.6855, 0.293, 0.163, 0.38, 10
2, 0.62, 0.5, 0.175, 1.107, 0.4895, 0.24, 0.343, 11
3, 0.18, 0.125, 0.035, 0.0265, 0.0095, 0.0055, 0.0085, 4
2, 0.645, 0.485, 0.15, 1.151, 0.5935, 0.2315, 0.293, 12
1, 0.625, 0.49, 0.175, 1.3325, 0.5705, 0.271, 0.405, 10
3, 0.395, 0.27, 0.1, 0.2985, 0.1445, 0.061, 0.082, 5
3, 0.275, 0.195, 0.07, 0.0875, 0.0345, 0.022, 0.0255, 4
2, 0.47, 0.36, 0.12, 0.4775, 0.2105, 0.1055, 0.15, 10
1, 0.665, 0.535, 0.225, 2.1835, 0.7535, 0.391, 0.885, 27
2, 0.64, 0.54, 0.175, 1.221, 0.51, 0.259, 0.39, 15
3, 0.5, 0.39, 0.13, 0.5075, 0.2115, 0.104, 0.1755, 9
1, 0.455, 0.345, 0.15, 0.5795, 0.1685, 0.125, 0.215, 13
3, 0.5, 0.385, 0.12, 0.516, 0.197, 0.1305, 0.165, 8
1, 0.375, 0.29, 0.1, 0.276, 0.1175, 0.0565, 0.085, 9
2, 0.62, 0.485, 0.155, 1.1945, 0.5105, 0.271, 0.352, 9
1, 0.29, 0.225, 0.08, 0.1295, 0.0535, 0.026, 0.045, 10
2, 0.6, 0.485, 0.145, 0.776, 0.3545, 0.1585, 0.239, 9
3, 0.59, 0.45, 0.16, 0.893, 0.2745, 0.2185, 0.345, 14
3, 0.28, 0.205, 0.07, 0.1015, 0.041, 0.03, 0.03, 6
2, 0.57, 0.465, 0.18, 0.9995, 0.405, 0.277, 0.295, 16
1, 0.66, 0.51, 0.165, 1.6375, 0.7685, 0.3545, 0.3925, 14
2, 0.515, 0.4, 0.115, 0.578, 0.191, 0.1445, 0.17, 9
3, 0.435, 0.335, 0.095, 0.298, 0.109, 0.058, 0.115, 7
3, 0.515, 0.42, 0.15, 0.6725, 0.2555, 0.1335, 0.235, 10
3, 0.475, 0.355, 0.105, 0.468, 0.201, 0.1115, 0.12, 8
1, 0.635, 0.485, 0.18, 1.1795, 0.4785, 0.2775, 0.355, 10
2, 0.725, 0.6, 0.2, 1.737, 0.697, 0.3585, 0.595, 11
3, 0.49, 0.375, 0.115, 0.4615, 0.204, 0.0945, 0.143, 8
3, 0.575, 0.45, 0.145, 0.872, 0.4675, 0.18, 0.217, 9
1, 0.485, 0.385, 0.125, 0.4775, 0.2, 0.0785, 0.17, 12
2, 0.485, 0.37, 0.115, 0.4785, 0.1995, 0.0955, 0.129, 7
3, 0.295, 0.225, 0.08, 0.124, 0.0485, 0.032, 0.04, 9
3, 0.245, 0.205, 0.06, 0.0765, 0.034, 0.014, 0.0215, 4
3, 0.41, 0.315, 0.095, 0.2805, 0.114, 0.0345, 0.11, 7
3, 0.445, 0.335, 0.11, 0.411, 0.1985, 0.0935, 0.109, 8
3, 0.325, 0.245, 0.07, 0.161, 0.0755, 0.0255, 0.045, 6
1, 0.625, 0.455, 0.17, 1.082, 0.4955, 0.2345, 0.315, 9
1, 0.68, 0.52, 0.175, 1.543, 0.7525, 0.351, 0.374, 11
1, 0.545, 0.41, 0.14, 0.737, 0.349, 0.15, 0.212, 9
2, 0.715, 0.565, 0.18, 1.79, 0.844, 0.3535, 0.5385, 9
1, 0.6, 0.47, 0.16, 1.194, 0.5625, 0.3045, 0.2635, 10
2, 0.595, 0.455, 0.155, 1.0605, 0.5135, 0.2165, 0.3, 12
1, 0.47, 0.375, 0.115, 0.4265, 0.1685, 0.0755, 0.15, 8
2, 0.505, 0.38, 0.135, 0.6855, 0.361, 0.1565, 0.161, 9
1, 0.655, 0.485, 0.195, 1.62, 0.6275, 0.358, 0.485, 17
1, 0.625, 0.47, 0.15, 1.124, 0.556, 0.2315, 0.287, 9
1, 0.6, 0.46, 0.17, 1.1805, 0.456, 0.337, 0.329, 11
3, 0.305, 0.215, 0.065, 0.1075, 0.044, 0.0205, 0.038, 5
3, 0.45, 0.34, 0.105, 0.4385, 0.21, 0.0925, 0.12, 8
2, 0.555, 0.405, 0.12, 0.913, 0.4585, 0.196, 0.2065, 9
1, 0.575, 0.455, 0.165, 0.867, 0.3765, 0.1805, 0.268, 8
1, 0.535, 0.44, 0.15, 0.6765, 0.256, 0.139, 0.26, 12
1, 0.39, 0.28, 0.125, 0.564, 0.3035, 0.0955, 0.143, 7
1, 0.59, 0.475, 0.14, 0.977, 0.4625, 0.2025, 0.275, 10
2, 0.67, 0.54, 0.165, 1.5015, 0.518, 0.358, 0.505, 14
1, 0.65, 0.525, 0.175, 1.5365, 0.6865, 0.3585, 0.405, 11
2, 0.705, 0.535, 0.22, 1.866, 0.929, 0.3835, 0.4395, 10
1, 0.73, 0.575, 0.21, 2.069, 0.9285, 0.409, 0.643, 11
1, 0.72, 0.58, 0.19, 2.0885, 0.9955, 0.478, 0.5305, 13
2, 0.615, 0.5, 0.165, 1.327, 0.6, 0.3015, 0.355, 10
1, 0.635, 0.52, 0.175, 1.292, 0.6, 0.269, 0.367, 11
1, 0.58, 0.46, 0.13, 0.921, 0.357, 0.181, 0.29, 13
3, 0.45, 0.34, 0.095, 0.3245, 0.1385, 0.064, 0.105, 8
1, 0.56, 0.46, 0.235, 0.8395, 0.3325, 0.157, 0.305, 12
2, 0.455, 0.35, 0.14, 0.5185, 0.221, 0.1265, 0.135, 10
1, 0.69, 0.53, 0.21, 1.583, 0.7355, 0.405, 0.3865, 12
1, 0.605, 0.475, 0.175, 1.2525, 0.5575, 0.3055, 0.343, 9
3, 0.27, 0.2, 0.07, 0.1, 0.034, 0.0245, 0.035, 5
3, 0.48, 0.37, 0.12, 0.514, 0.2075, 0.131, 0.155, 13
3, 0.41, 0.3, 0.09, 0.304, 0.129, 0.071, 0.0955, 8
1, 0.43, 0.33, 0.095, 0.34, 0.1315, 0.085, 0.112, 14
3, 0.255, 0.18, 0.055, 0.083, 0.031, 0.0215, 0.02, 4
3, 0.455, 0.37, 0.125, 0.433, 0.201, 0.1265, 0.145, 9
1, 0.45, 0.32, 0.1, 0.381, 0.1705, 0.075, 0.115, 9
1, 0.345, 0.265, 0.09, 0.163, 0.0615, 0.037, 0.0485, 10
1, 0.37, 0.285, 0.1, 0.228, 0.0675, 0.0675, 0.081, 10
2, 0.405, 0.325, 0.11, 0.3555, 0.151, 0.063, 0.117, 9
1, 0.6, 0.47, 0.165, 1.059, 0.504, 0.241, 0.275, 9
1, 0.5, 0.39, 0.13, 0.709, 0.275, 0.168, 0.18, 11
1, 0.635, 0.525, 0.185, 1.4065, 0.684, 0.3, 0.3745, 10
1, 0.57, 0.44, 0.095, 0.827, 0.3395, 0.2215, 0.235, 8
1, 0.32, 0.24, 0.085, 0.17, 0.0655, 0.047, 0.049, 7
2, 0.705, 0.555, 0.195, 1.7525, 0.7105, 0.4215, 0.516, 12
1, 0.725, 0.57, 0.19, 2.3305, 1.253, 0.541, 0.52, 9
3, 0.32, 0.24, 0.07, 0.133, 0.0585, 0.0255, 0.041, 6
3, 0.33, 0.24, 0.075, 0.163, 0.0745, 0.033, 0.048, 6
1, 0.59, 0.45, 0.185, 1.283, 0.473, 0.276, 0.425, 16
3, 0.465, 0.38, 0.13, 0.454, 0.1895, 0.08, 0.155, 11
3, 0.37, 0.275, 0.14, 0.2215, 0.097, 0.0455, 0.0615, 6
3, 0.375, 0.28, 0.085, 0.3155, 0.187, 0.046, 0.067, 7
3, 0.255, 0.19, 0.07, 0.0815, 0.028, 0.016, 0.031, 5
3, 0.395, 0.295, 0.1, 0.2715, 0.134, 0.0325, 0.085, 10
2, 0.63, 0.48, 0.16, 1.199, 0.5265, 0.335, 0.315, 11
1, 0.655, 0.54, 0.165, 1.403, 0.6955, 0.2385, 0.42, 11
1, 0.535, 0.41, 0.12, 0.6835, 0.3125, 0.1655, 0.159, 8
2, 0.7, 0.575, 0.2, 1.7365, 0.7755, 0.3965, 0.461, 11
3, 0.14, 0.105, 0.035, 0.0145, 0.005, 0.0035, 0.005, 4
2, 0.58, 0.475, 0.135, 0.925, 0.391, 0.165, 0.275, 14
1, 0.32, 0.24, 0.08, 0.18, 0.08, 0.0385, 0.055, 6
1, 0.405, 0.305, 0.12, 0.3185, 0.1235, 0.0905, 0.095, 7
3, 0.2, 0.145, 0.025, 0.0345, 0.011, 0.0075, 0.01, 5
1, 0.58, 0.45, 0.12, 0.8685, 0.418, 0.1475, 0.2605, 8
3, 0.475, 0.355, 0.125, 0.4865, 0.2155, 0.1105, 0.142, 9
3, 0.41, 0.325, 0.1, 0.3245, 0.132, 0.072, 0.106, 6
1, 0.605, 0.49, 0.155, 1.153, 0.503, 0.2505, 0.295, 15
1, 0.65, 0.495, 0.17, 1.276, 0.6215, 0.2305, 0.399, 11
1, 0.615, 0.48, 0.18, 1.1595, 0.4845, 0.2165, 0.325, 13
1, 0.6, 0.47, 0.16, 1.012, 0.441, 0.2015, 0.305, 10
1, 0.615, 0.505, 0.165, 1.167, 0.4895, 0.2955, 0.345, 10
3, 0.44, 0.31, 0.115, 0.3625, 0.134, 0.082, 0.12, 11
1, 0.455, 0.35, 0.105, 0.416, 0.1625, 0.097, 0.145, 11
2, 0.645, 0.52, 0.19, 1.3105, 0.58, 0.288, 0.37, 12
2, 0.65, 0.545, 0.185, 1.5055, 0.6565, 0.341, 0.43, 10
2, 0.38, 0.32, 0.115, 0.6475, 0.323, 0.1325, 0.164, 7
1, 0.535, 0.405, 0.175, 1.2705, 0.548, 0.3265, 0.337, 13
1, 0.645, 0.505, 0.185, 1.463, 0.592, 0.3905, 0.416, 10
2, 0.745, 0.57, 0.215, 2.25, 1.1565, 0.446, 0.558, 9
1, 0.415, 0.31, 0.09, 0.3245, 0.1305, 0.0735, 0.115, 8
2, 0.555, 0.43, 0.135, 0.812, 0.4055, 0.163, 0.2215, 9
2, 0.44, 0.34, 0.105, 0.364, 0.148, 0.0805, 0.1175, 8
3, 0.555, 0.43, 0.155, 0.7395, 0.3135, 0.1435, 0.28, 10
3, 0.54, 0.42, 0.14, 0.7265, 0.3205, 0.1445, 0.229, 9
3, 0.425, 0.345, 0.125, 0.425, 0.16, 0.0795, 0.154, 13
3, 0.195, 0.15, 0.045, 0.0375, 0.018, 0.006, 0.011, 3
1, 0.57, 0.45, 0.155, 1.195, 0.5625, 0.2565, 0.295, 10
2, 0.645, 0.51, 0.16, 1.2415, 0.5815, 0.276, 0.315, 9
3, 0.41, 0.31, 0.09, 0.339, 0.155, 0.0695, 0.09, 7
2, 0.615, 0.475, 0.155, 1.115, 0.484, 0.2115, 0.355, 10
2, 0.615, 0.525, 0.155, 1.0385, 0.427, 0.2315, 0.345, 11
3, 0.455, 0.37, 0.11, 0.514, 0.2385, 0.1235, 0.126, 8
1, 0.55, 0.41, 0.15, 0.785, 0.282, 0.186, 0.275, 12
3, 0.56, 0.43, 0.13, 0.728, 0.3355, 0.1435, 0.2175, 8
3, 0.29, 0.21, 0.06, 0.1195, 0.056, 0.0235, 0.03, 6
3, 0.38, 0.29, 0.085, 0.2285, 0.088, 0.0465, 0.075, 7
1, 0.745, 0.565, 0.215, 1.931, 0.896, 0.4585, 0.5, 11
2, 0.465, 0.35, 0.13, 0.494, 0.1945, 0.103, 0.155, 18
2, 0.5, 0.39, 0.13, 0.6355, 0.2505, 0.1635, 0.195, 15
3, 0.5, 0.375, 0.12, 0.542, 0.215, 0.116, 0.17, 9
3, 0.465, 0.355, 0.105, 0.442, 0.2085, 0.0975, 0.1185, 7
1, 0.63, 0.515, 0.16, 1.016, 0.4215, 0.244, 0.355, 19
2, 0.625, 0.515, 0.18, 1.3485, 0.5255, 0.252, 0.3925, 14
2, 0.635, 0.505, 0.17, 1.2635, 0.512, 0.322, 0.355, 9
1, 0.575, 0.475, 0.16, 1.114, 0.4955, 0.2745, 0.29, 9
2, 0.56, 0.43, 0.145, 0.898, 0.3895, 0.2325, 0.245, 9
3, 0.475, 0.375, 0.11, 0.456, 0.182, 0.099, 0.16, 9
3, 0.415, 0.325, 0.1, 0.313, 0.139, 0.0625, 0.0965, 7
3, 0.37, 0.28, 0.09, 0.233, 0.0905, 0.0545, 0.07, 11
3, 0.375, 0.29, 0.095, 0.2875, 0.123, 0.0605, 0.08, 6
1, 0.37, 0.28, 0.105, 0.224, 0.0815, 0.0575, 0.075, 8
1, 0.655, 0.525, 0.16, 1.46, 0.686, 0.311, 0.405, 11
2, 0.565, 0.455, 0.13, 1.058, 0.439, 0.2645, 0.3, 10
1, 0.64, 0.505, 0.18, 1.297, 0.59, 0.3125, 0.363, 11
1, 0.47, 0.35, 0.1, 0.4775, 0.1885, 0.0885, 0.175, 8
1, 0.61, 0.47, 0.175, 1.214, 0.5315, 0.2835, 0.325, 10
3, 0.39, 0.31, 0.085, 0.344, 0.181, 0.0695, 0.079, 7
2, 0.64, 0.5, 0.18, 1.4995, 0.593, 0.314, 0.431, 11
2, 0.45, 0.355, 0.105, 0.5225, 0.237, 0.1165, 0.145, 8
1, 0.65, 0.52, 0.19, 1.3445, 0.519, 0.306, 0.4465, 16
2, 0.48, 0.375, 0.105, 0.525, 0.2185, 0.1195, 0.155, 12
2, 0.635, 0.5, 0.19, 1.29, 0.593, 0.3045, 0.352, 8
3, 0.49, 0.365, 0.125, 0.5585, 0.252, 0.126, 0.1615, 10
2, 0.655, 0.455, 0.17, 1.275, 0.583, 0.303, 0.333, 8
1, 0.5, 0.38, 0.125, 0.577, 0.269, 0.1265, 0.1535, 9
1, 0.355, 0.29, 0.09, 0.3275, 0.134, 0.086, 0.09, 9
1, 0.58, 0.465, 0.15, 0.9065, 0.371, 0.1965, 0.29, 8
1, 0.545, 0.41, 0.145, 0.873, 0.3035, 0.196, 0.31, 18
3, 0.475, 0.365, 0.14, 0.4545, 0.171, 0.118, 0.158, 8
3, 0.34, 0.255, 0.075, 0.18, 0.0745, 0.04, 0.0525, 6
1, 0.63, 0.495, 0.16, 1.093, 0.497, 0.221, 0.315, 12
2, 0.675, 0.525, 0.17, 1.711, 0.8365, 0.352, 0.475, 9
2, 0.57, 0.465, 0.155, 0.9685, 0.446, 0.261, 0.255, 9
3, 0.375, 0.275, 0.09, 0.218, 0.093, 0.0405, 0.0755, 6
1, 0.465, 0.375, 0.11, 0.5, 0.21, 0.113, 0.1505, 8
3, 0.37, 0.29, 0.1, 0.25, 0.1025, 0.0505, 0.085, 10
2, 0.555, 0.425, 0.14, 0.963, 0.44, 0.224, 0.24, 7
3, 0.51, 0.375, 0.15, 0.8415, 0.3845, 0.156, 0.255, 10
3, 0.56, 0.425, 0.135, 0.8205, 0.3715, 0.185, 0.236, 9
2, 0.36, 0.265, 0.09, 0.2065, 0.078, 0.057, 0.06, 8
3, 0.62, 0.45, 0.135, 0.924, 0.358, 0.2265, 0.2965, 10
2, 0.56, 0.455, 0.19, 0.714, 0.283, 0.129, 0.275, 9
3, 0.63, 0.465, 0.15, 1.0315, 0.4265, 0.24, 0.325, 11
2, 0.525, 0.39, 0.135, 0.6005, 0.2265, 0.131, 0.21, 16
1, 0.71, 0.56, 0.22, 2.015, 0.9215, 0.454, 0.566, 11
1, 0.625, 0.47, 0.18, 1.136, 0.451, 0.3245, 0.305, 11
1, 0.385, 0.31, 0.1, 0.2845, 0.1065, 0.075, 0.1, 11
1, 0.615, 0.455, 0.13, 0.9685, 0.49, 0.182, 0.2655, 10
3, 0.285, 0.225, 0.07, 0.1005, 0.0425, 0.0185, 0.035, 7
1, 0.675, 0.545, 0.185, 1.7375, 0.876, 0.3135, 0.469, 13
2, 0.72, 0.565, 0.18, 1.719, 0.8465, 0.407, 0.3875, 11
3, 0.55, 0.435, 0.125, 0.741, 0.348, 0.1585, 0.206, 9
2, 0.695, 0.525, 0.205, 1.8185, 0.819, 0.4025, 0.4525, 13
2, 0.575, 0.46, 0.15, 0.927, 0.333, 0.207, 0.2985, 9
1, 0.505, 0.385, 0.15, 0.6415, 0.246, 0.152, 0.215, 12
3, 0.455, 0.35, 0.135, 0.5365, 0.2855, 0.0855, 0.1325, 7
2, 0.655, 0.515, 0.17, 1.527, 0.8485, 0.2635, 0.331, 11
1, 0.645, 0.505, 0.165, 1.307, 0.4335, 0.262, 0.52, 10
1, 0.555, 0.46, 0.16, 0.86, 0.3345, 0.1935, 0.275, 10
2, 0.63, 0.485, 0.185, 1.167, 0.548, 0.2485, 0.34, 10
2, 0.645, 0.5, 0.225, 1.626, 0.587, 0.4055, 0.41, 15
3, 0.405, 0.305, 0.09, 0.2825, 0.114, 0.0575, 0.095, 7
2, 0.635, 0.495, 0.175, 1.2355, 0.5205, 0.3085, 0.347, 10
1, 0.53, 0.41, 0.155, 0.7155, 0.2805, 0.1685, 0.214, 11
1, 0.53, 0.425, 0.11, 0.739, 0.237, 0.161, 0.295, 13
3, 0.26, 0.2, 0.07, 0.092, 0.037, 0.02, 0.03, 6
1, 0.505, 0.44, 0.14, 0.8275, 0.3415, 0.1855, 0.239, 8
3, 0.475, 0.35, 0.115, 0.498, 0.2375, 0.099, 0.14, 7
