@relation abalone
@attribute Sex integer [1, 3]
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings integer [1, 29]
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
2, 0.64, 0.495, 0.17, 1.2265, 0.49, 0.377, 0.2875, 11
3, 0.315, 0.23, 0.07, 0.144, 0.053, 0.0305, 0.04, 8
1, 0.665, 0.525, 0.175, 1.443, 0.6635, 0.3845, 0.353, 11
1, 0.535, 0.43, 0.155, 0.7845, 0.3285, 0.169, 0.245, 10
3, 0.395, 0.295, 0.09, 0.3025, 0.143, 0.0665, 0.0765, 5
3, 0.255, 0.195, 0.055, 0.0725, 0.0285, 0.017, 0.021, 4
2, 0.52, 0.405, 0.115, 0.776, 0.32, 0.1845, 0.22, 8
1, 0.425, 0.305, 0.11, 0.359, 0.173, 0.0875, 0.0975, 9
3, 0.34, 0.245, 0.085, 0.2015, 0.1005, 0.038, 0.053, 6
1, 0.58, 0.46, 0.155, 1.4395, 0.6715, 0.273, 0.2955, 10
1, 0.605, 0.49, 0.14, 0.9755, 0.419, 0.206, 0.315, 10
2, 0.575, 0.48, 0.15, 0.8745, 0.375, 0.193, 0.29, 12
1, 0.615, 0.47, 0.155, 1.2, 0.5085, 0.32, 0.292, 8
2, 0.57, 0.45, 0.16, 0.9715, 0.3965, 0.255, 0.26, 12
1, 0.57, 0.415, 0.13, 0.88, 0.4275, 0.1955, 0.238, 13
1, 0.525, 0.435, 0.155, 1.065, 0.486, 0.233, 0.285, 8
3, 0.565, 0.465, 0.15, 1.1815, 0.581, 0.2215, 0.3095, 9
2, 0.735, 0.565, 0.225, 2.037, 0.87, 0.5145, 0.5675, 13
3, 0.43, 0.32, 0.11, 0.3675, 0.1675, 0.102, 0.105, 8
1, 0.635, 0.525, 0.16, 1.195, 0.5435, 0.246, 0.335, 12
1, 0.575, 0.48, 0.15, 0.9465, 0.4355, 0.2605, 0.2505, 9
3, 0.255, 0.185, 0.07, 0.075, 0.028, 0.018, 0.025, 6
3, 0.41, 0.305, 0.095, 0.2625, 0.1, 0.0515, 0.09, 6
3, 0.325, 0.25, 0.08, 0.176, 0.0595, 0.0355, 0.063, 7
2, 0.595, 0.465, 0.14, 1.113, 0.5175, 0.244, 0.305, 12
1, 0.425, 0.325, 0.095, 0.3785, 0.1705, 0.08, 0.1, 7
1, 0.545, 0.45, 0.15, 0.7805, 0.3795, 0.1625, 0.216, 8
2, 0.685, 0.525, 0.175, 1.71, 0.5415, 0.309, 0.58, 16
1, 0.635, 0.5, 0.17, 1.4345, 0.611, 0.309, 0.418, 12
1, 0.49, 0.465, 0.125, 0.5225, 0.235, 0.13, 0.141, 7
1, 0.64, 0.51, 0.175, 1.368, 0.515, 0.266, 0.57, 21
3, 0.53, 0.42, 0.185, 0.752, 0.299, 0.156, 0.205, 20
3, 0.52, 0.395, 0.125, 0.5805, 0.2445, 0.146, 0.165, 9
3, 0.435, 0.335, 0.1, 0.3295, 0.129, 0.07, 0.11, 7
1, 0.625, 0.5, 0.195, 1.369, 0.5875, 0.2185, 0.37, 17
2, 0.665, 0.515, 0.185, 1.3405, 0.5595, 0.293, 0.4375, 11
3, 0.23, 0.17, 0.05, 0.057, 0.026, 0.013, 0.016, 5
2, 0.57, 0.44, 0.125, 0.865, 0.3675, 0.1725, 0.27, 12
2, 0.425, 0.325, 0.135, 0.382, 0.1465, 0.079, 0.14, 12
2, 0.435, 0.35, 0.12, 0.4585, 0.192, 0.1, 0.13, 11
2, 0.47, 0.375, 0.12, 0.6015, 0.2765, 0.1455, 0.135, 8
2, 0.525, 0.41, 0.115, 0.7745, 0.416, 0.163, 0.18, 7
1, 0.625, 0.5, 0.13, 1.082, 0.5785, 0.2045, 0.25, 8
2, 0.58, 0.44, 0.175, 1.073, 0.4005, 0.2345, 0.335, 19
3, 0.45, 0.36, 0.13, 0.478, 0.191, 0.127, 0.137, 7
3, 0.44, 0.35, 0.12, 0.375, 0.1425, 0.0965, 0.115, 9
3, 0.415, 0.305, 0.12, 0.336, 0.165, 0.076, 0.0805, 7
3, 0.485, 0.365, 0.14, 0.4475, 0.1895, 0.0925, 0.2305, 8
2, 0.6, 0.46, 0.155, 0.9735, 0.427, 0.2045, 0.3, 8
3, 0.3, 0.22, 0.09, 0.1425, 0.057, 0.0335, 0.043, 7
1, 0.55, 0.42, 0.17, 0.8465, 0.336, 0.2405, 0.245, 13
2, 0.61, 0.49, 0.17, 1.1775, 0.5655, 0.2385, 0.295, 15
1, 0.505, 0.4, 0.155, 0.8415, 0.2715, 0.1775, 0.285, 12
1, 0.595, 0.455, 0.145, 0.942, 0.43, 0.182, 0.277, 11
1, 0.56, 0.425, 0.135, 0.9415, 0.509, 0.2015, 0.1975, 9
2, 0.485, 0.395, 0.16, 0.66, 0.2475, 0.128, 0.235, 14
3, 0.38, 0.275, 0.095, 0.2425, 0.106, 0.0485, 0.21, 6
3, 0.565, 0.435, 0.155, 0.782, 0.2715, 0.168, 0.285, 14
3, 0.19, 0.145, 0.04, 0.038, 0.0165, 0.0065, 0.015, 4
1, 0.28, 0.21, 0.08, 0.1085, 0.041, 0.0265, 0.0345, 7
2, 0.575, 0.435, 0.155, 0.8975, 0.4115, 0.2325, 0.23, 9
1, 0.53, 0.44, 0.205, 0.835, 0.32, 0.2175, 0.245, 14
2, 0.55, 0.43, 0.14, 0.8105, 0.368, 0.161, 0.275, 9
3, 0.435, 0.335, 0.11, 0.334, 0.1355, 0.0775, 0.0965, 7
1, 0.48, 0.375, 0.12, 0.5895, 0.2535, 0.128, 0.172, 11
3, 0.42, 0.305, 0.09, 0.328, 0.168, 0.0615, 0.082, 6
2, 0.385, 0.3, 0.1, 0.2725, 0.1115, 0.057, 0.08, 6
1, 0.59, 0.48, 0.16, 1.262, 0.5685, 0.2725, 0.335, 9
3, 0.37, 0.27, 0.095, 0.232, 0.1325, 0.041, 0.0615, 6
1, 0.515, 0.395, 0.12, 0.646, 0.285, 0.1365, 0.172, 9
1, 0.36, 0.295, 0.105, 0.241, 0.0865, 0.053, 0.095, 8
2, 0.62, 0.495, 0.17, 1.062, 0.372, 0.213, 0.34, 11
3, 0.505, 0.385, 0.125, 0.596, 0.245, 0.097, 0.21, 9
1, 0.37, 0.28, 0.105, 0.234, 0.0905, 0.0585, 0.075, 9
1, 0.6, 0.465, 0.155, 1.0165, 0.512, 0.2465, 0.225, 10
2, 0.67, 0.515, 0.17, 1.4265, 0.6605, 0.3395, 0.37, 11
2, 0.55, 0.415, 0.135, 0.8145, 0.427, 0.1855, 0.175, 8
1, 0.535, 0.435, 0.15, 0.725, 0.269, 0.1385, 0.25, 9
3, 0.235, 0.18, 0.06, 0.058, 0.022, 0.0145, 0.018, 6
1, 0.59, 0.49, 0.135, 1.008, 0.422, 0.2245, 0.285, 11
3, 0.32, 0.215, 0.095, 0.305, 0.14, 0.067, 0.0885, 6
3, 0.435, 0.33, 0.105, 0.335, 0.156, 0.0555, 0.105, 8
3, 0.52, 0.385, 0.115, 0.581, 0.2555, 0.156, 0.143, 10
2, 0.68, 0.515, 0.175, 1.6185, 0.5125, 0.409, 0.62, 12
3, 0.54, 0.405, 0.15, 0.7585, 0.307, 0.2075, 0.19, 10
3, 0.57, 0.435, 0.17, 0.848, 0.4, 0.166, 0.25, 9
3, 0.55, 0.45, 0.14, 0.753, 0.3445, 0.1325, 0.24, 8
1, 0.57, 0.46, 0.15, 1.0375, 0.5415, 0.2035, 0.25, 9
3, 0.51, 0.405, 0.125, 0.6795, 0.3465, 0.1395, 0.182, 8
1, 0.605, 0.475, 0.145, 0.884, 0.3835, 0.1905, 0.27, 8
3, 0.475, 0.34, 0.105, 0.4535, 0.203, 0.08, 0.1465, 9
1, 0.685, 0.505, 0.19, 1.533, 0.667, 0.4055, 0.41, 10
3, 0.43, 0.325, 0.1, 0.3645, 0.1575, 0.0825, 0.105, 7
2, 0.575, 0.45, 0.16, 1.068, 0.556, 0.214, 0.2575, 10
2, 0.505, 0.4, 0.165, 0.729, 0.2675, 0.155, 0.25, 9
2, 0.605, 0.47, 0.165, 1.1775, 0.611, 0.2275, 0.292, 9
3, 0.46, 0.355, 0.11, 0.4255, 0.2015, 0.081, 0.13, 7
1, 0.455, 0.375, 0.125, 0.484, 0.2155, 0.102, 0.165, 7
3, 0.375, 0.28, 0.08, 0.2165, 0.0935, 0.0925, 0.07, 7
2, 0.635, 0.5, 0.165, 1.4595, 0.705, 0.2645, 0.39, 9
3, 0.315, 0.235, 0.055, 0.151, 0.065, 0.027, 0.039, 6
3, 0.465, 0.375, 0.12, 0.471, 0.222, 0.119, 0.14, 9
1, 0.605, 0.5, 0.175, 1.098, 0.4765, 0.232, 0.375, 12
1, 0.51, 0.395, 0.125, 0.5805, 0.244, 0.1335, 0.188, 11
3, 0.425, 0.315, 0.08, 0.303, 0.131, 0.0585, 0.095, 7
2, 0.415, 0.34, 0.13, 0.3675, 0.146, 0.0885, 0.12, 10
1, 0.57, 0.42, 0.155, 1.008, 0.377, 0.193, 0.34, 13
1, 0.595, 0.48, 0.165, 1.262, 0.4835, 0.283, 0.41, 17
3, 0.325, 0.25, 0.075, 0.1585, 0.075, 0.0305, 0.0455, 6
2, 0.585, 0.45, 0.17, 0.8685, 0.3325, 0.1635, 0.27, 22
1, 0.63, 0.51, 0.17, 1.1885, 0.4915, 0.3065, 0.348, 7
1, 0.615, 0.495, 0.2, 1.219, 0.564, 0.227, 0.3885, 10
1, 0.53, 0.43, 0.135, 0.879, 0.28, 0.2165, 0.25, 10
1, 0.38, 0.285, 0.1, 0.2665, 0.115, 0.061, 0.075, 11
3, 0.55, 0.425, 0.15, 0.7665, 0.339, 0.176, 0.21, 8
2, 0.635, 0.51, 0.17, 1.2235, 0.532, 0.271, 0.354, 9
2, 0.62, 0.505, 0.16, 1.3725, 0.6285, 0.275, 0.3685, 11
3, 0.525, 0.405, 0.125, 0.657, 0.2985, 0.1505, 0.168, 10
2, 0.565, 0.45, 0.185, 0.9285, 0.302, 0.1805, 0.265, 12
3, 0.2, 0.155, 0.04, 0.0435, 0.0155, 0.009, 0.007, 4
1, 0.645, 0.51, 0.16, 1.1835, 0.556, 0.2385, 0.345, 11
3, 0.275, 0.2, 0.065, 0.1165, 0.0565, 0.013, 0.035, 7
3, 0.36, 0.265, 0.085, 0.1865, 0.0675, 0.037, 0.0615, 7
2, 0.65, 0.495, 0.155, 1.337, 0.615, 0.3195, 0.335, 9
3, 0.3, 0.235, 0.08, 0.131, 0.05, 0.0265, 0.043, 4
2, 0.63, 0.495, 0.2, 1.4255, 0.659, 0.336, 0.38, 11
3, 0.395, 0.325, 0.105, 0.306, 0.111, 0.0735, 0.095, 8
2, 0.61, 0.43, 0.14, 0.909, 0.438, 0.2, 0.22, 8
2, 0.62, 0.47, 0.2, 1.2255, 0.381, 0.27, 0.435, 23
3, 0.44, 0.325, 0.11, 0.4965, 0.258, 0.1195, 0.1075, 8
3, 0.405, 0.305, 0.1, 0.271, 0.0965, 0.061, 0.091, 7
1, 0.575, 0.445, 0.145, 0.847, 0.415, 0.1945, 0.22, 9
2, 0.73, 0.57, 0.165, 2.0165, 1.0685, 0.418, 0.435, 10
3, 0.385, 0.265, 0.08, 0.251, 0.124, 0.037, 0.07, 6
3, 0.28, 0.21, 0.085, 0.1065, 0.039, 0.0295, 0.03, 4
2, 0.595, 0.47, 0.155, 1.121, 0.4515, 0.178, 0.155, 11
1, 0.615, 0.475, 0.175, 1.103, 0.4635, 0.3095, 0.2725, 10
3, 0.45, 0.36, 0.125, 0.45, 0.191, 0.0865, 0.145, 12
2, 0.555, 0.455, 0.18, 0.958, 0.296, 0.195, 0.39, 14
1, 0.59, 0.44, 0.15, 0.9555, 0.366, 0.2425, 0.295, 11
2, 0.645, 0.505, 0.165, 1.318, 0.55, 0.3015, 0.335, 11
2, 0.605, 0.495, 0.19, 1.437, 0.469, 0.2655, 0.41, 15
3, 0.465, 0.355, 0.11, 0.474, 0.23, 0.1005, 0.12, 7
3, 0.34, 0.26, 0.085, 0.1885, 0.0815, 0.0335, 0.06, 6
3, 0.385, 0.29, 0.085, 0.2505, 0.112, 0.061, 0.08, 8
1, 0.48, 0.395, 0.15, 0.6815, 0.2145, 0.1405, 0.2495, 18
3, 0.49, 0.375, 0.125, 0.5445, 0.279, 0.115, 0.13, 8
2, 0.49, 0.4, 0.145, 0.6635, 0.21, 0.1295, 0.2515, 13
2, 0.52, 0.4, 0.125, 0.6865, 0.295, 0.1715, 0.185, 9
2, 0.525, 0.425, 0.16, 0.8355, 0.3545, 0.2135, 0.245, 9
2, 0.37, 0.28, 0.11, 0.2305, 0.0945, 0.0465, 0.075, 10
1, 0.54, 0.41, 0.145, 0.989, 0.2815, 0.213, 0.355, 19
2, 0.705, 0.55, 0.17, 1.219, 0.6395, 0.236, 0.301, 9
1, 0.6, 0.465, 0.2, 1.259, 0.6405, 0.1985, 0.357, 9
1, 0.55, 0.44, 0.155, 0.9155, 0.3645, 0.195, 0.25, 8
2, 0.59, 0.445, 0.13, 1.1325, 0.3825, 0.234, 0.32, 13
2, 0.53, 0.41, 0.165, 0.8115, 0.24, 0.169, 0.24, 19
3, 0.51, 0.4, 0.15, 0.745, 0.2865, 0.1675, 0.235, 13
1, 0.64, 0.505, 0.155, 1.1955, 0.5565, 0.211, 0.346, 11
3, 0.475, 0.355, 0.135, 0.4775, 0.2145, 0.09, 0.1435, 8
1, 0.575, 0.4, 0.155, 0.9325, 0.3605, 0.2445, 0.3, 17
2, 0.53, 0.405, 0.13, 0.6355, 0.2635, 0.1565, 0.185, 9
2, 0.58, 0.435, 0.155, 0.8785, 0.425, 0.1685, 0.2425, 10
1, 0.6, 0.49, 0.21, 1.9875, 1.005, 0.419, 0.491, 10
2, 0.8, 0.63, 0.195, 2.526, 0.933, 0.59, 0.62, 23
1, 0.515, 0.35, 0.155, 0.9225, 0.4185, 0.198, 0.273, 9
2, 0.64, 0.48, 0.145, 1.1145, 0.508, 0.24, 0.34, 10
1, 0.525, 0.405, 0.13, 0.7185, 0.3265, 0.1975, 0.175, 8
1, 0.58, 0.45, 0.14, 0.9615, 0.486, 0.1815, 0.253, 9
2, 0.58, 0.45, 0.195, 0.8265, 0.4035, 0.173, 0.225, 9
2, 0.625, 0.47, 0.145, 0.984, 0.475, 0.2, 0.265, 11
2, 0.425, 0.35, 0.1, 0.4425, 0.175, 0.0755, 0.175, 7
2, 0.565, 0.48, 0.175, 0.957, 0.3885, 0.215, 0.275, 18
2, 0.64, 0.48, 0.195, 1.1435, 0.4915, 0.2345, 0.353, 9
2, 0.62, 0.5, 0.175, 1.146, 0.477, 0.23, 0.39, 13
3, 0.255, 0.19, 0.05, 0.083, 0.0295, 0.0215, 0.027, 6
2, 0.595, 0.485, 0.145, 1.2515, 0.5035, 0.2925, 0.33, 14
3, 0.475, 0.365, 0.12, 0.5185, 0.268, 0.1095, 0.1365, 8
3, 0.375, 0.275, 0.1, 0.2325, 0.1165, 0.042, 0.065, 6
1, 0.345, 0.255, 0.08, 0.169, 0.06, 0.0425, 0.054, 10
1, 0.45, 0.36, 0.16, 0.567, 0.174, 0.1245, 0.225, 12
1, 0.545, 0.39, 0.135, 0.7835, 0.4225, 0.1815, 0.156, 7
2, 0.62, 0.465, 0.14, 1.1605, 0.6005, 0.2195, 0.307, 9
3, 0.37, 0.275, 0.1, 0.2815, 0.1505, 0.0505, 0.068, 5
2, 0.635, 0.52, 0.165, 1.3405, 0.5065, 0.296, 0.412, 11
3, 0.38, 0.285, 0.09, 0.2305, 0.1005, 0.039, 0.0775, 7
1, 0.69, 0.55, 0.18, 1.6915, 0.6655, 0.402, 0.5, 11
2, 0.66, 0.475, 0.18, 1.3695, 0.641, 0.294, 0.335, 6
3, 0.345, 0.275, 0.095, 0.1995, 0.0755, 0.0535, 0.07, 6
2, 0.585, 0.455, 0.17, 0.9945, 0.4255, 0.263, 0.2845, 11
1, 0.55, 0.46, 0.175, 0.869, 0.3155, 0.1825, 0.32, 10
3, 0.55, 0.44, 0.165, 0.8605, 0.312, 0.169, 0.3, 17
3, 0.305, 0.225, 0.09, 0.1465, 0.063, 0.034, 0.0415, 6
3, 0.37, 0.28, 0.085, 0.217, 0.1095, 0.035, 0.062, 6
1, 0.505, 0.38, 0.13, 0.656, 0.227, 0.1785, 0.22, 13
1, 0.725, 0.575, 0.24, 2.21, 1.351, 0.413, 0.5015, 13
3, 0.275, 0.2, 0.075, 0.086, 0.0305, 0.019, 0.03, 7
2, 0.525, 0.405, 0.16, 0.658, 0.2655, 0.1125, 0.225, 12
3, 0.285, 0.205, 0.07, 0.106, 0.039, 0.0285, 0.034, 5
