@relation abalone
@attribute Sex integer [1, 3]
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings integer [1, 29]
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
2, 0.62, 0.48, 0.18, 1.2215, 0.582, 0.2695, 0.313, 12
1, 0.59, 0.47, 0.15, 0.9955, 0.481, 0.232, 0.24, 8
3, 0.39, 0.295, 0.1, 0.279, 0.1155, 0.059, 0.08, 7
3, 0.435, 0.32, 0.08, 0.3325, 0.1485, 0.0635, 0.105, 9
1, 0.325, 0.24, 0.075, 0.155, 0.0475, 0.0355, 0.06, 9
3, 0.495, 0.38, 0.13, 0.5125, 0.2185, 0.116, 0.16, 7
2, 0.475, 0.365, 0.13, 0.4805, 0.1905, 0.114, 0.1475, 12
1, 0.68, 0.53, 0.18, 1.529, 0.7635, 0.3115, 0.4025, 11
2, 0.56, 0.435, 0.185, 1.106, 0.422, 0.2435, 0.33, 15
1, 0.585, 0.465, 0.16, 0.9555, 0.4595, 0.236, 0.265, 7
3, 0.47, 0.37, 0.12, 0.4705, 0.1845, 0.1055, 0.155, 12
3, 0.38, 0.28, 0.085, 0.2735, 0.115, 0.061, 0.085, 6
2, 0.55, 0.47, 0.15, 0.897, 0.377, 0.184, 0.29, 9
3, 0.515, 0.405, 0.13, 0.573, 0.213, 0.134, 0.195, 9
3, 0.53, 0.43, 0.14, 0.677, 0.298, 0.0965, 0.23, 8
3, 0.28, 0.22, 0.08, 0.1315, 0.066, 0.024, 0.03, 5
3, 0.59, 0.47, 0.145, 0.974, 0.453, 0.236, 0.289, 8
1, 0.555, 0.445, 0.135, 0.836, 0.336, 0.1625, 0.275, 13
1, 0.53, 0.415, 0.175, 0.7395, 0.261, 0.1395, 0.2645, 17
3, 0.41, 0.33, 0.105, 0.335, 0.1525, 0.074, 0.11, 7
1, 0.52, 0.395, 0.125, 0.5815, 0.2565, 0.1265, 0.17, 10
1, 0.675, 0.525, 0.16, 1.2835, 0.572, 0.2755, 0.3545, 13
1, 0.545, 0.425, 0.135, 0.8445, 0.373, 0.21, 0.235, 10
1, 0.71, 0.56, 0.175, 1.724, 0.566, 0.4575, 0.4625, 13
3, 0.385, 0.285, 0.09, 0.248, 0.0935, 0.066, 0.07, 6
3, 0.61, 0.475, 0.15, 0.9665, 0.4145, 0.2, 0.345, 10
2, 0.64, 0.475, 0.175, 1.1545, 0.4865, 0.341, 0.288, 9
1, 0.695, 0.55, 0.22, 1.5515, 0.566, 0.3835, 0.445, 13
3, 0.575, 0.425, 0.135, 0.7965, 0.364, 0.196, 0.239, 10
1, 0.47, 0.37, 0.135, 0.547, 0.222, 0.1325, 0.17, 12
3, 0.465, 0.355, 0.12, 0.4975, 0.2375, 0.099, 0.14, 8
1, 0.565, 0.45, 0.155, 1.0595, 0.4735, 0.24, 0.265, 10
3, 0.42, 0.3, 0.105, 0.316, 0.1255, 0.07, 0.1035, 7
2, 0.605, 0.47, 0.155, 0.974, 0.393, 0.224, 0.3345, 9
2, 0.65, 0.545, 0.175, 1.5245, 0.59, 0.326, 0.495, 10
1, 0.5, 0.39, 0.125, 0.5215, 0.2485, 0.117, 0.131, 6
3, 0.52, 0.39, 0.14, 0.7325, 0.2415, 0.144, 0.26, 19
2, 0.65, 0.475, 0.165, 1.3875, 0.58, 0.3485, 0.3095, 9
1, 0.525, 0.395, 0.13, 0.7635, 0.3375, 0.1425, 0.225, 8
1, 0.565, 0.44, 0.185, 0.909, 0.344, 0.2325, 0.255, 15
3, 0.725, 0.55, 0.22, 2.0495, 0.7735, 0.4405, 0.655, 10
3, 0.405, 0.285, 0.09, 0.2645, 0.1265, 0.0505, 0.075, 6
2, 0.66, 0.515, 0.17, 1.337, 0.615, 0.3125, 0.3575, 10
2, 0.605, 0.495, 0.17, 1.0915, 0.4365, 0.2715, 0.335, 13
2, 0.665, 0.5, 0.15, 1.2475, 0.4625, 0.2955, 0.3595, 10
3, 0.46, 0.355, 0.14, 0.4935, 0.216, 0.133, 0.115, 13
3, 0.44, 0.34, 0.105, 0.344, 0.123, 0.081, 0.125, 8
1, 0.69, 0.525, 0.175, 1.7005, 0.8255, 0.362, 0.405, 8
2, 0.69, 0.54, 0.185, 1.5715, 0.6935, 0.318, 0.47, 15
1, 0.605, 0.475, 0.155, 1.161, 0.572, 0.2455, 0.275, 9
1, 0.58, 0.47, 0.165, 1.041, 0.54, 0.166, 0.279, 9
3, 0.415, 0.325, 0.1, 0.3215, 0.1535, 0.0595, 0.105, 10
2, 0.645, 0.535, 0.19, 1.2395, 0.468, 0.2385, 0.424, 10
3, 0.42, 0.31, 0.1, 0.2865, 0.115, 0.0735, 0.085, 8
1, 0.47, 0.39, 0.15, 0.6355, 0.2185, 0.0885, 0.255, 9
2, 0.655, 0.505, 0.165, 1.367, 0.5835, 0.3515, 0.396, 10
3, 0.39, 0.295, 0.095, 0.203, 0.0875, 0.045, 0.075, 7
1, 0.66, 0.525, 0.2, 1.489, 0.6065, 0.3795, 0.421, 10
3, 0.415, 0.325, 0.11, 0.316, 0.1385, 0.0795, 0.0925, 8
1, 0.61, 0.485, 0.175, 1.2445, 0.544, 0.297, 0.345, 12
3, 0.635, 0.5, 0.18, 1.319, 0.5485, 0.292, 0.49, 16
1, 0.42, 0.34, 0.115, 0.4215, 0.175, 0.093, 0.135, 8
2, 0.69, 0.54, 0.195, 1.2525, 0.73, 0.3975, 0.462, 12
3, 0.16, 0.12, 0.02, 0.018, 0.0075, 0.0045, 0.005, 4
1, 0.58, 0.45, 0.145, 1.0025, 0.547, 0.1975, 0.2295, 8
2, 0.57, 0.42, 0.16, 0.8875, 0.4315, 0.1915, 0.223, 8
2, 0.5, 0.37, 0.135, 0.45, 0.1715, 0.1055, 0.155, 9
1, 0.565, 0.44, 0.175, 0.9025, 0.31, 0.193, 0.325, 14
3, 0.61, 0.475, 0.17, 1.0385, 0.4435, 0.241, 0.32, 14
2, 0.58, 0.46, 0.15, 0.9955, 0.429, 0.212, 0.26, 19
2, 0.49, 0.385, 0.15, 0.7865, 0.241, 0.14, 0.24, 23
1, 0.65, 0.52, 0.17, 1.3655, 0.6155, 0.2885, 0.36, 11
1, 0.52, 0.385, 0.165, 0.791, 0.375, 0.18, 0.1815, 10
1, 0.615, 0.475, 0.155, 1.0735, 0.4375, 0.2585, 0.31, 11
3, 0.615, 0.475, 0.13, 0.8425, 0.353, 0.1915, 0.251, 8
3, 0.455, 0.35, 0.105, 0.4445, 0.213, 0.107, 0.1115, 7
1, 0.6, 0.465, 0.165, 1.0475, 0.465, 0.2345, 0.315, 11
3, 0.5, 0.39, 0.12, 0.5955, 0.2455, 0.147, 0.173, 8
3, 0.54, 0.4, 0.145, 0.757, 0.315, 0.181, 0.215, 11
2, 0.56, 0.445, 0.195, 0.981, 0.305, 0.2245, 0.335, 16
3, 0.61, 0.425, 0.155, 1.0485, 0.507, 0.1955, 0.274, 11
2, 0.595, 0.47, 0.155, 1.1775, 0.542, 0.269, 0.31, 9
2, 0.63, 0.49, 0.17, 1.2155, 0.4625, 0.2045, 0.3105, 10
1, 0.515, 0.4, 0.14, 0.7365, 0.2955, 0.184, 0.185, 16
3, 0.305, 0.245, 0.075, 0.156, 0.0675, 0.038, 0.045, 7
1, 0.585, 0.45, 0.15, 1.047, 0.4315, 0.276, 0.315, 14
3, 0.28, 0.205, 0.055, 0.1135, 0.045, 0.0275, 0.0335, 7
3, 0.28, 0.205, 0.08, 0.127, 0.052, 0.039, 0.042, 9
2, 0.69, 0.535, 0.185, 1.826, 0.797, 0.409, 0.499, 11
1, 0.465, 0.35, 0.14, 0.5755, 0.2015, 0.1505, 0.19, 15
1, 0.67, 0.51, 0.175, 1.5265, 0.651, 0.4475, 0.345, 10
3, 0.46, 0.35, 0.105, 0.3705, 0.1575, 0.077, 0.114, 9
3, 0.33, 0.26, 0.085, 0.1965, 0.0915, 0.0425, 0.055, 7
2, 0.72, 0.545, 0.185, 1.7185, 0.7925, 0.401, 0.468, 11
2, 0.505, 0.425, 0.14, 0.85, 0.275, 0.1625, 0.285, 19
2, 0.46, 0.365, 0.115, 0.4485, 0.165, 0.083, 0.17, 14
3, 0.445, 0.335, 0.1, 0.4895, 0.2745, 0.086, 0.1105, 7
3, 0.47, 0.375, 0.105, 0.468, 0.1665, 0.108, 0.17, 10
2, 0.41, 0.305, 0.1, 0.363, 0.1735, 0.065, 0.11, 11
3, 0.355, 0.27, 0.075, 0.1775, 0.079, 0.0315, 0.054, 6
3, 0.325, 0.24, 0.075, 0.187, 0.0825, 0.0445, 0.05, 6
3, 0.405, 0.305, 0.105, 0.3625, 0.1565, 0.0705, 0.125, 10
1, 0.57, 0.455, 0.175, 1.02, 0.4805, 0.2145, 0.29, 9
1, 0.4, 0.305, 0.13, 0.2935, 0.096, 0.0675, 0.105, 9
3, 0.4, 0.32, 0.095, 0.348, 0.194, 0.053, 0.087, 6
2, 0.585, 0.45, 0.15, 0.938, 0.467, 0.203, 0.225, 7
2, 0.635, 0.5, 0.18, 1.312, 0.529, 0.2485, 0.485, 18
2, 0.575, 0.46, 0.165, 1.065, 0.4985, 0.2145, 0.2815, 8
1, 0.615, 0.495, 0.155, 1.2865, 0.435, 0.293, 0.3245, 11
3, 0.2, 0.145, 0.06, 0.037, 0.0125, 0.0095, 0.011, 4
2, 0.465, 0.39, 0.11, 0.6355, 0.1815, 0.157, 0.225, 13
2, 0.59, 0.465, 0.16, 1.1005, 0.506, 0.2525, 0.295, 13
3, 0.515, 0.39, 0.12, 0.565, 0.235, 0.135, 0.179, 9
3, 0.495, 0.4, 0.105, 0.602, 0.2505, 0.1265, 0.19, 8
2, 0.55, 0.44, 0.135, 0.8435, 0.434, 0.1995, 0.185, 8
1, 0.665, 0.54, 0.175, 1.347, 0.4955, 0.254, 0.415, 17
1, 0.55, 0.43, 0.13, 0.8395, 0.3155, 0.1955, 0.2405, 10
2, 0.575, 0.48, 0.15, 0.897, 0.4235, 0.1905, 0.248, 8
1, 0.715, 0.535, 0.19, 1.6755, 0.889, 0.313, 0.42, 10
1, 0.54, 0.405, 0.125, 0.891, 0.4815, 0.1915, 0.202, 9
1, 0.58, 0.46, 0.15, 1.0165, 0.491, 0.221, 0.265, 9
2, 0.815, 0.65, 0.25, 2.255, 0.8905, 0.42, 0.7975, 14
1, 0.63, 0.515, 0.17, 1.385, 0.6355, 0.2955, 0.38, 11
3, 0.395, 0.3, 0.09, 0.2855, 0.1385, 0.0625, 0.077, 5
3, 0.495, 0.355, 0.12, 0.4965, 0.214, 0.1045, 0.1495, 8
2, 0.515, 0.375, 0.11, 0.6065, 0.3005, 0.131, 0.15, 6
1, 0.415, 0.315, 0.12, 0.4015, 0.199, 0.087, 0.097, 8
3, 0.54, 0.435, 0.145, 0.97, 0.4285, 0.22, 0.264, 17
3, 0.37, 0.28, 0.1, 0.221, 0.1165, 0.0265, 0.0635, 6
3, 0.44, 0.32, 0.105, 0.3875, 0.1755, 0.074, 0.12, 9
3, 0.5, 0.38, 0.135, 0.594, 0.2945, 0.104, 0.1565, 9
1, 0.35, 0.26, 0.09, 0.195, 0.0745, 0.041, 0.0655, 9
1, 0.535, 0.43, 0.14, 0.7165, 0.2855, 0.1595, 0.2155, 8
1, 0.705, 0.56, 0.22, 1.981, 0.8175, 0.3085, 0.76, 14
2, 0.63, 0.5, 0.17, 1.3135, 0.5595, 0.267, 0.4, 20
2, 0.47, 0.35, 0.115, 0.487, 0.1955, 0.127, 0.155, 8
1, 0.44, 0.32, 0.12, 0.4565, 0.2435, 0.092, 0.1025, 8
1, 0.65, 0.495, 0.16, 1.2075, 0.55, 0.2695, 0.32, 10
3, 0.47, 0.35, 0.135, 0.567, 0.2315, 0.1465, 0.1525, 11
1, 0.645, 0.52, 0.175, 1.561, 0.709, 0.3555, 0.4, 8
3, 0.47, 0.35, 0.125, 0.4315, 0.19, 0.1165, 0.1175, 6
1, 0.62, 0.495, 0.18, 1.2555, 0.5765, 0.254, 0.355, 12
1, 0.605, 0.48, 0.17, 1.1835, 0.582, 0.2365, 0.317, 10
1, 0.575, 0.45, 0.13, 0.785, 0.318, 0.193, 0.2265, 9
2, 0.6, 0.455, 0.145, 0.8895, 0.419, 0.1715, 0.269, 10
3, 0.485, 0.375, 0.14, 0.521, 0.2, 0.123, 0.17, 8
3, 0.5, 0.375, 0.125, 0.5695, 0.259, 0.124, 0.157, 7
2, 0.505, 0.41, 0.15, 0.644, 0.285, 0.145, 0.21, 11
2, 0.62, 0.49, 0.16, 1.056, 0.493, 0.244, 0.2725, 9
1, 0.63, 0.485, 0.18, 1.2435, 0.5175, 0.308, 0.37, 11
1, 0.67, 0.525, 0.17, 1.4005, 0.715, 0.3025, 0.387, 9
1, 0.37, 0.265, 0.075, 0.214, 0.09, 0.051, 0.07, 6
3, 0.49, 0.4, 0.135, 0.624, 0.3035, 0.1285, 0.169, 8
2, 0.57, 0.465, 0.16, 0.8935, 0.3145, 0.2575, 0.263, 10
1, 0.575, 0.47, 0.15, 1.1415, 0.4515, 0.204, 0.4, 13
3, 0.515, 0.36, 0.125, 0.4725, 0.1815, 0.125, 0.138, 9
1, 0.515, 0.4, 0.16, 0.8175, 0.2515, 0.156, 0.3, 23
1, 0.695, 0.53, 0.21, 1.51, 0.664, 0.4095, 0.385, 10
2, 0.57, 0.495, 0.16, 1.0915, 0.452, 0.275, 0.315, 14
3, 0.36, 0.28, 0.105, 0.199, 0.0695, 0.045, 0.08, 9
3, 0.515, 0.415, 0.135, 0.7125, 0.285, 0.152, 0.245, 10
3, 0.65, 0.515, 0.16, 1.1625, 0.495, 0.203, 0.33, 17
1, 0.58, 0.445, 0.15, 0.9525, 0.4315, 0.1945, 0.287, 11
1, 0.61, 0.48, 0.185, 1.3065, 0.6895, 0.2915, 0.29, 10
3, 0.255, 0.19, 0.06, 0.086, 0.04, 0.0185, 0.025, 5
3, 0.35, 0.25, 0.075, 0.1695, 0.0835, 0.0355, 0.041, 6
1, 0.705, 0.555, 0.215, 2.141, 1.0465, 0.383, 0.528, 11
1, 0.465, 0.34, 0.105, 0.486, 0.231, 0.1035, 0.1225, 9
1, 0.595, 0.45, 0.145, 0.959, 0.463, 0.2065, 0.2535, 10
1, 0.68, 0.535, 0.185, 1.607, 0.7245, 0.3215, 0.498, 12
3, 0.56, 0.44, 0.13, 0.7235, 0.349, 0.149, 0.2, 8
1, 0.51, 0.395, 0.145, 0.6185, 0.216, 0.1385, 0.24, 12
3, 0.53, 0.42, 0.14, 0.6765, 0.256, 0.1855, 0.208, 9
1, 0.62, 0.48, 0.165, 1.0725, 0.4815, 0.235, 0.312, 9
2, 0.29, 0.225, 0.075, 0.14, 0.0515, 0.0235, 0.04, 5
2, 0.61, 0.475, 0.15, 1.1135, 0.5195, 0.2575, 0.3005, 11
1, 0.645, 0.495, 0.15, 1.2095, 0.603, 0.2225, 0.339, 9
2, 0.49, 0.37, 0.115, 0.541, 0.171, 0.1175, 0.185, 11
3, 0.505, 0.39, 0.185, 0.6125, 0.267, 0.142, 0.172, 7
3, 0.515, 0.395, 0.125, 0.556, 0.2695, 0.096, 0.17, 8
3, 0.34, 0.25, 0.075, 0.1785, 0.0665, 0.0455, 0.045, 5
1, 0.7, 0.55, 0.175, 1.4405, 0.6565, 0.2985, 0.375, 12
1, 0.58, 0.46, 0.15, 1.049, 0.5205, 0.1935, 0.305, 10
3, 0.52, 0.415, 0.14, 0.6375, 0.308, 0.1335, 0.168, 9
3, 0.375, 0.245, 0.1, 0.394, 0.166, 0.091, 0.1125, 6
2, 0.57, 0.45, 0.15, 0.9645, 0.531, 0.189, 0.209, 9
2, 0.65, 0.525, 0.175, 1.4225, 0.61, 0.2995, 0.445, 20
1, 0.495, 0.38, 0.135, 0.6295, 0.263, 0.1425, 0.215, 12
2, 0.385, 0.305, 0.125, 0.314, 0.146, 0.0555, 0.08, 10
1, 0.47, 0.365, 0.135, 0.522, 0.2395, 0.1525, 0.145, 10
2, 0.655, 0.53, 0.19, 1.428, 0.493, 0.318, 0.565, 18
1, 0.35, 0.265, 0.11, 0.2965, 0.1365, 0.063, 0.085, 7
1, 0.51, 0.41, 0.155, 1.2825, 0.569, 0.291, 0.3795, 9
2, 0.385, 0.305, 0.105, 0.3315, 0.1365, 0.0745, 0.1, 7
3, 0.23, 0.175, 0.065, 0.0645, 0.026, 0.0105, 0.02, 5
3, 0.42, 0.325, 0.115, 0.354, 0.1625, 0.064, 0.105, 8
3, 0.42, 0.315, 0.1, 0.3435, 0.157, 0.0795, 0.09, 6
3, 0.37, 0.28, 0.09, 0.218, 0.0995, 0.0545, 0.0615, 7
1, 0.42, 0.335, 0.115, 0.369, 0.171, 0.071, 0.12, 8
1, 0.63, 0.53, 0.18, 1.2795, 0.618, 0.256, 0.315, 9
3, 0.45, 0.33, 0.115, 0.365, 0.14, 0.0825, 0.1245, 8
2, 0.375, 0.29, 0.115, 0.2705, 0.093, 0.066, 0.0885, 10
1, 0.46, 0.355, 0.14, 0.491, 0.207, 0.115, 0.174, 10
2, 0.47, 0.365, 0.12, 0.582, 0.29, 0.092, 0.146, 8
1, 0.57, 0.47, 0.155, 1.186, 0.6355, 0.2315, 0.277, 10
1, 0.53, 0.425, 0.155, 0.7905, 0.307, 0.171, 0.2595, 9
3, 0.41, 0.325, 0.1, 0.394, 0.208, 0.0655, 0.106, 6
3, 0.435, 0.325, 0.105, 0.335, 0.136, 0.065, 0.115, 8
1, 0.4, 0.315, 0.105, 0.287, 0.1135, 0.037, 0.113, 10
1, 0.665, 0.535, 0.155, 1.383, 0.596, 0.2565, 0.485, 14
3, 0.445, 0.345, 0.105, 0.409, 0.1675, 0.1015, 0.117, 7
1, 0.49, 0.395, 0.12, 0.674, 0.3325, 0.1235, 0.185, 9
2, 0.64, 0.5, 0.17, 1.5175, 0.693, 0.326, 0.409, 11
2, 0.51, 0.4, 0.125, 0.545, 0.261, 0.115, 0.1385, 6
3, 0.515, 0.39, 0.11, 0.531, 0.2415, 0.098, 0.1615, 8
1, 0.67, 0.5, 0.2, 1.269, 0.576, 0.2985, 0.351, 11
3, 0.39, 0.29, 0.09, 0.2745, 0.135, 0.0455, 0.078, 8
