@relation abalone
@attribute Sex integer [1, 3]
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings integer [1, 29]
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
3, 0.565, 0.44, 0.175, 0.8735, 0.414, 0.21, 0.21, 11
2, 0.625, 0.47, 0.17, 1.255, 0.525, 0.2415, 0.405, 10
2, 0.37, 0.285, 0.105, 0.27, 0.1125, 0.0585, 0.0835, 9
2, 0.625, 0.49, 0.175, 1.1075, 0.4485, 0.2165, 0.3595, 8
2, 0.67, 0.53, 0.205, 1.4015, 0.643, 0.2465, 0.416, 12
2, 0.695, 0.535, 0.175, 1.8385, 0.8035, 0.396, 0.503, 10
3, 0.53, 0.425, 0.13, 0.7675, 0.419, 0.1205, 0.21, 9
3, 0.275, 0.195, 0.09, 0.1125, 0.0545, 0.0295, 0.0355, 6
1, 0.735, 0.57, 0.175, 1.88, 0.9095, 0.387, 0.488, 11
1, 0.695, 0.525, 0.175, 1.742, 0.696, 0.389, 0.505, 12
2, 0.695, 0.56, 0.185, 1.7715, 0.8195, 0.331, 0.437, 10
1, 0.45, 0.33, 0.105, 0.4955, 0.2575, 0.082, 0.129, 8
3, 0.435, 0.33, 0.11, 0.413, 0.2055, 0.096, 0.096, 6
2, 0.515, 0.415, 0.14, 0.6935, 0.3115, 0.152, 0.2, 10
3, 0.475, 0.385, 0.11, 0.5735, 0.311, 0.1025, 0.136, 7
3, 0.31, 0.24, 0.09, 0.1455, 0.0605, 0.0315, 0.045, 7
1, 0.615, 0.525, 0.155, 1.1375, 0.367, 0.236, 0.37, 20
1, 0.62, 0.485, 0.165, 1.1325, 0.5235, 0.2505, 0.2825, 9
1, 0.67, 0.52, 0.175, 1.4755, 0.6275, 0.379, 0.374, 10
3, 0.36, 0.27, 0.085, 0.196, 0.0905, 0.034, 0.053, 7
1, 0.48, 0.38, 0.13, 0.6175, 0.3, 0.142, 0.175, 12
3, 0.575, 0.455, 0.155, 0.8725, 0.349, 0.2095, 0.285, 8
3, 0.53, 0.38, 0.125, 0.616, 0.292, 0.113, 0.185, 8
2, 0.595, 0.465, 0.15, 1.1005, 0.5415, 0.166, 0.265, 8
1, 0.615, 0.455, 0.15, 0.9335, 0.382, 0.247, 0.2615, 10
2, 0.62, 0.48, 0.23, 1.0935, 0.403, 0.245, 0.355, 14
3, 0.435, 0.33, 0.11, 0.38, 0.1515, 0.0945, 0.11, 7
1, 0.27, 0.2, 0.08, 0.1205, 0.0465, 0.028, 0.04, 6
2, 0.705, 0.54, 0.205, 1.757, 0.8265, 0.417, 0.461, 9
2, 0.59, 0.47, 0.17, 0.9, 0.355, 0.1905, 0.25, 11
3, 0.48, 0.37, 0.125, 0.474, 0.179, 0.1035, 0.175, 9
2, 0.62, 0.47, 0.14, 1.0325, 0.3605, 0.224, 0.36, 15
1, 0.695, 0.53, 0.15, 1.477, 0.6375, 0.3025, 0.43, 14
3, 0.605, 0.435, 0.13, 0.9025, 0.432, 0.174, 0.26, 11
3, 0.415, 0.325, 0.1, 0.4665, 0.2285, 0.1065, 0.114, 7
3, 0.33, 0.255, 0.085, 0.1655, 0.063, 0.039, 0.06, 8
3, 0.405, 0.3, 0.12, 0.324, 0.1265, 0.07, 0.11, 7
1, 0.58, 0.46, 0.165, 1.2275, 0.473, 0.1965, 0.435, 16
2, 0.615, 0.475, 0.155, 1.004, 0.4475, 0.193, 0.2895, 10
3, 0.48, 0.38, 0.125, 0.523, 0.2105, 0.1045, 0.175, 15
3, 0.35, 0.25, 0.07, 0.18, 0.0655, 0.048, 0.054, 6
3, 0.56, 0.455, 0.145, 0.974, 0.547, 0.1615, 0.235, 9
2, 0.435, 0.335, 0.11, 0.38, 0.1695, 0.086, 0.11, 9
1, 0.385, 0.285, 0.105, 0.2905, 0.1215, 0.0685, 0.0875, 12
3, 0.365, 0.265, 0.135, 0.2215, 0.105, 0.047, 0.0605, 7
1, 0.58, 0.46, 0.16, 1.063, 0.513, 0.2705, 0.2625, 9
1, 0.54, 0.41, 0.13, 0.56, 0.2375, 0.1065, 0.175, 7
3, 0.3, 0.22, 0.08, 0.1255, 0.055, 0.0265, 0.039, 6
1, 0.655, 0.53, 0.175, 1.2635, 0.486, 0.2635, 0.415, 15
1, 0.605, 0.49, 0.18, 1.227, 0.48, 0.287, 0.35, 18
1, 0.58, 0.445, 0.135, 0.814, 0.3775, 0.1915, 0.22, 9
2, 0.62, 0.51, 0.15, 1.456, 0.581, 0.2875, 0.32, 13
3, 0.68, 0.53, 0.185, 1.1095, 0.439, 0.245, 0.34, 10
1, 0.55, 0.42, 0.145, 0.7385, 0.321, 0.1485, 0.252, 11
3, 0.53, 0.43, 0.13, 0.7045, 0.346, 0.1415, 0.189, 9
1, 0.33, 0.245, 0.085, 0.171, 0.0655, 0.0365, 0.055, 11
1, 0.535, 0.41, 0.15, 0.8105, 0.345, 0.187, 0.24, 11
1, 0.665, 0.525, 0.155, 1.3575, 0.5325, 0.3045, 0.4485, 10
2, 0.58, 0.455, 0.17, 0.9075, 0.374, 0.2135, 0.285, 13
2, 0.5, 0.4, 0.145, 0.63, 0.234, 0.1465, 0.23, 12
3, 0.415, 0.31, 0.105, 0.3595, 0.167, 0.083, 0.0915, 6
1, 0.775, 0.57, 0.22, 2.032, 0.735, 0.4755, 0.6585, 17
2, 0.57, 0.44, 0.12, 0.803, 0.382, 0.1525, 0.234, 9
1, 0.62, 0.465, 0.185, 1.274, 0.579, 0.3065, 0.32, 12
3, 0.325, 0.24, 0.07, 0.152, 0.0565, 0.0305, 0.054, 8
1, 0.655, 0.52, 0.18, 1.492, 0.7185, 0.36, 0.355, 11
2, 0.61, 0.5, 0.18, 1.438, 0.5185, 0.3735, 0.3345, 9
1, 0.585, 0.46, 0.185, 0.922, 0.3635, 0.213, 0.285, 10
2, 0.45, 0.345, 0.115, 0.496, 0.1905, 0.117, 0.14, 12
2, 0.435, 0.35, 0.11, 0.384, 0.143, 0.1005, 0.125, 13
2, 0.6, 0.48, 0.165, 1.1345, 0.4535, 0.27, 0.335, 10
1, 0.56, 0.415, 0.145, 0.852, 0.43, 0.1885, 0.205, 8
2, 0.63, 0.505, 0.195, 1.306, 0.516, 0.3305, 0.375, 9
1, 0.58, 0.45, 0.15, 0.927, 0.276, 0.1815, 0.36, 14
1, 0.28, 0.21, 0.065, 0.0905, 0.035, 0.02, 0.03, 5
2, 0.595, 0.465, 0.145, 0.7955, 0.3425, 0.1795, 0.2425, 10
1, 0.59, 0.475, 0.16, 0.9455, 0.3815, 0.184, 0.27, 19
3, 0.52, 0.425, 0.17, 0.6805, 0.28, 0.174, 0.195, 10
1, 0.635, 0.495, 0.17, 1.3695, 0.657, 0.3055, 0.365, 10
1, 0.61, 0.485, 0.16, 1.0145, 0.5315, 0.212, 0.2415, 8
1, 0.4, 0.31, 0.11, 0.314, 0.138, 0.057, 0.1, 11
3, 0.185, 0.135, 0.045, 0.032, 0.011, 0.0065, 0.01, 4
3, 0.365, 0.275, 0.09, 0.2345, 0.108, 0.051, 0.0625, 7
2, 0.6, 0.5, 0.17, 1.13, 0.4405, 0.267, 0.335, 11
3, 0.585, 0.46, 0.145, 0.8465, 0.339, 0.167, 0.295, 10
3, 0.47, 0.345, 0.12, 0.3685, 0.1525, 0.0615, 0.125, 8
1, 0.56, 0.445, 0.16, 0.8965, 0.42, 0.2175, 0.2215, 8
3, 0.405, 0.31, 0.065, 0.3205, 0.1575, 0.066, 0.088, 6
1, 0.655, 0.515, 0.2, 1.373, 0.443, 0.3375, 0.49, 16
3, 0.53, 0.405, 0.13, 0.6615, 0.2945, 0.1395, 0.19, 9
2, 0.635, 0.485, 0.19, 1.3765, 0.634, 0.2885, 0.406, 11
1, 0.575, 0.455, 0.135, 0.907, 0.4245, 0.197, 0.26, 9
2, 0.4, 0.335, 0.115, 0.4335, 0.2105, 0.1205, 0.12, 10
2, 0.705, 0.545, 0.18, 1.5395, 0.6075, 0.3675, 0.4645, 13
3, 0.605, 0.485, 0.15, 1.238, 0.6315, 0.226, 0.33, 11
2, 0.62, 0.485, 0.165, 1.166, 0.483, 0.238, 0.355, 13
1, 0.545, 0.42, 0.12, 0.7865, 0.403, 0.185, 0.17, 7
1, 0.52, 0.4, 0.145, 0.7765, 0.3525, 0.1845, 0.185, 9
1, 0.62, 0.475, 0.195, 1.3585, 0.5935, 0.3365, 0.3745, 10
1, 0.64, 0.5, 0.175, 1.273, 0.5065, 0.2925, 0.405, 13
3, 0.555, 0.435, 0.14, 0.765, 0.3945, 0.15, 0.206, 8
3, 0.535, 0.42, 0.145, 0.926, 0.398, 0.1965, 0.25, 17
2, 0.635, 0.505, 0.185, 1.3035, 0.501, 0.295, 0.41, 17
3, 0.55, 0.405, 0.15, 0.6755, 0.3015, 0.1465, 0.21, 10
2, 0.52, 0.405, 0.12, 0.627, 0.2645, 0.1415, 0.181, 11
3, 0.605, 0.47, 0.145, 0.8025, 0.379, 0.2265, 0.22, 9
2, 0.675, 0.535, 0.16, 1.41, 0.592, 0.3175, 0.42, 16
2, 0.525, 0.43, 0.135, 0.8435, 0.4325, 0.18, 0.1815, 9
1, 0.61, 0.5, 0.165, 1.2715, 0.4915, 0.185, 0.49, 12
3, 0.39, 0.29, 0.1, 0.2225, 0.095, 0.0465, 0.073, 7
2, 0.595, 0.465, 0.155, 1.026, 0.4645, 0.112, 0.305, 12
1, 0.665, 0.515, 0.19, 1.6385, 0.831, 0.3575, 0.371, 11
1, 0.74, 0.595, 0.19, 2.3235, 1.1495, 0.5115, 0.505, 11
1, 0.515, 0.39, 0.155, 0.7125, 0.3695, 0.137, 0.155, 7
2, 0.7, 0.555, 0.22, 1.666, 0.647, 0.4285, 0.455, 11
1, 0.695, 0.56, 0.19, 1.494, 0.588, 0.3425, 0.485, 15
3, 0.625, 0.485, 0.15, 1.044, 0.438, 0.2865, 0.278, 9
3, 0.575, 0.45, 0.13, 0.8145, 0.403, 0.1715, 0.213, 10
3, 0.55, 0.435, 0.14, 0.7995, 0.295, 0.1905, 0.238, 10
3, 0.455, 0.365, 0.135, 0.441, 0.1515, 0.1165, 0.145, 9
2, 0.75, 0.615, 0.205, 2.2635, 0.821, 0.423, 0.726, 12
3, 0.55, 0.4, 0.135, 0.717, 0.3315, 0.1495, 0.221, 9
2, 0.375, 0.295, 0.11, 0.3005, 0.1255, 0.0575, 0.1035, 7
1, 0.525, 0.4, 0.17, 0.7305, 0.279, 0.2055, 0.195, 11
1, 0.665, 0.515, 0.165, 1.3855, 0.621, 0.302, 0.3445, 8
2, 0.625, 0.5, 0.15, 0.953, 0.3445, 0.2235, 0.305, 15
2, 0.655, 0.5, 0.22, 1.359, 0.642, 0.3255, 0.405, 13
1, 0.485, 0.39, 0.085, 0.6435, 0.2945, 0.103, 0.198, 8
3, 0.31, 0.235, 0.075, 0.1515, 0.056, 0.0315, 0.05, 7
1, 0.755, 0.58, 0.205, 2.0065, 0.8295, 0.4015, 0.595, 10
3, 0.35, 0.265, 0.08, 0.192, 0.081, 0.0465, 0.053, 6
1, 0.65, 0.495, 0.18, 1.793, 0.8005, 0.339, 0.53, 14
3, 0.36, 0.27, 0.095, 0.2, 0.073, 0.056, 0.061, 8
2, 0.635, 0.495, 0.18, 1.596, 0.617, 0.317, 0.37, 11
1, 0.655, 0.53, 0.195, 1.388, 0.567, 0.2735, 0.41, 13
2, 0.52, 0.43, 0.15, 0.728, 0.302, 0.1575, 0.235, 11
2, 0.72, 0.575, 0.195, 2.1505, 1.0745, 0.382, 0.585, 10
1, 0.54, 0.415, 0.145, 0.74, 0.2635, 0.168, 0.245, 12
1, 0.59, 0.445, 0.14, 0.931, 0.356, 0.234, 0.28, 12
2, 0.505, 0.405, 0.18, 0.606, 0.239, 0.1235, 0.18, 11
1, 0.715, 0.55, 0.19, 2.0045, 1.0465, 0.407, 0.5075, 12
1, 0.535, 0.405, 0.14, 0.818, 0.402, 0.1715, 0.189, 7
1, 0.56, 0.415, 0.13, 0.7615, 0.3695, 0.17, 0.1955, 8
3, 0.355, 0.255, 0.08, 0.187, 0.078, 0.0505, 0.058, 7
2, 0.525, 0.415, 0.15, 0.7155, 0.2355, 0.171, 0.27, 13
1, 0.655, 0.59, 0.2, 1.5455, 0.654, 0.3765, 0.415, 11
2, 0.605, 0.5, 0.185, 1.1185, 0.469, 0.2585, 0.335, 9
2, 0.615, 0.485, 0.16, 1.1575, 0.5005, 0.2495, 0.315, 10
3, 0.25, 0.185, 0.065, 0.071, 0.027, 0.0185, 0.0225, 5
3, 0.34, 0.25, 0.09, 0.179, 0.0775, 0.033, 0.055, 6
3, 0.44, 0.325, 0.1, 0.4165, 0.185, 0.0865, 0.11, 6
1, 0.65, 0.515, 0.175, 1.466, 0.677, 0.3045, 0.4, 10
1, 0.57, 0.46, 0.155, 1.0005, 0.454, 0.205, 0.265, 11
3, 0.405, 0.3, 0.09, 0.269, 0.103, 0.067, 0.11, 6
2, 0.645, 0.52, 0.21, 1.5535, 0.616, 0.3655, 0.474, 16
3, 0.525, 0.4, 0.145, 0.6095, 0.248, 0.159, 0.175, 9
2, 0.555, 0.44, 0.145, 0.8815, 0.43, 0.1975, 0.2155, 8
2, 0.6, 0.505, 0.19, 1.129, 0.4385, 0.256, 0.36, 13
2, 0.59, 0.475, 0.155, 0.9715, 0.371, 0.235, 0.28, 11
3, 0.37, 0.275, 0.09, 0.2065, 0.096, 0.0395, 0.058, 7
3, 0.575, 0.45, 0.135, 0.8245, 0.3375, 0.2115, 0.239, 11
2, 0.345, 0.255, 0.1, 0.197, 0.071, 0.051, 0.06, 9
2, 0.675, 0.535, 0.22, 1.604, 0.6175, 0.4255, 0.453, 14
1, 0.58, 0.455, 0.195, 1.859, 0.945, 0.426, 0.441, 9
2, 0.65, 0.5, 0.19, 1.464, 0.6415, 0.339, 0.4245, 9
1, 0.59, 0.47, 0.135, 1.1685, 0.539, 0.279, 0.28, 8
1, 0.66, 0.525, 0.18, 1.478, 0.5815, 0.381, 0.372, 10
1, 0.685, 0.52, 0.15, 1.3735, 0.7185, 0.293, 0.32, 11
3, 0.375, 0.275, 0.085, 0.22, 0.109, 0.05, 0.0605, 7
3, 0.43, 0.33, 0.1, 0.449, 0.254, 0.0825, 0.097, 6
2, 0.65, 0.505, 0.165, 1.357, 0.5725, 0.281, 0.43, 11
2, 0.63, 0.49, 0.225, 1.336, 0.6805, 0.259, 0.3245, 10
2, 0.49, 0.37, 0.105, 0.5265, 0.249, 0.1005, 0.148, 7
2, 0.505, 0.41, 0.15, 0.6345, 0.243, 0.1335, 0.215, 17
2, 0.615, 0.475, 0.145, 0.9525, 0.3915, 0.195, 0.32, 9
1, 0.655, 0.51, 0.215, 1.7835, 0.8885, 0.4095, 0.4195, 11
1, 0.565, 0.435, 0.185, 0.9815, 0.329, 0.136, 0.39, 13
2, 0.6, 0.48, 0.15, 1.029, 0.4085, 0.2705, 0.295, 16
2, 0.585, 0.42, 0.155, 1.034, 0.437, 0.2225, 0.32, 11
3, 0.375, 0.275, 0.095, 0.2295, 0.095, 0.0545, 0.066, 7
2, 0.74, 0.6, 0.195, 1.974, 0.598, 0.4085, 0.71, 16
2, 0.625, 0.49, 0.2, 1.3825, 0.5895, 0.285, 0.381, 11
3, 0.33, 0.23, 0.08, 0.14, 0.0565, 0.0365, 0.046, 7
1, 0.385, 0.255, 0.1, 0.3175, 0.137, 0.068, 0.092, 8
3, 0.37, 0.28, 0.09, 0.2565, 0.1255, 0.0645, 0.0645, 6
1, 0.515, 0.4, 0.14, 0.6335, 0.288, 0.145, 0.168, 9
2, 0.63, 0.475, 0.15, 1.172, 0.536, 0.254, 0.316, 11
1, 0.63, 0.47, 0.155, 1.1325, 0.589, 0.211, 0.287, 8
3, 0.385, 0.3, 0.1, 0.2895, 0.1215, 0.063, 0.09, 7
3, 0.34, 0.25, 0.07, 0.2225, 0.104, 0.0425, 0.055, 7
3, 0.42, 0.32, 0.115, 0.376, 0.169, 0.092, 0.1, 5
1, 0.62, 0.505, 0.185, 1.5275, 0.69, 0.368, 0.35, 13
1, 0.575, 0.465, 0.15, 1.08, 0.595, 0.2065, 0.238, 9
1, 0.585, 0.45, 0.15, 0.997, 0.4055, 0.283, 0.251, 11
2, 0.645, 0.505, 0.165, 1.4325, 0.684, 0.308, 0.336, 8
3, 0.48, 0.355, 0.115, 0.4725, 0.2065, 0.112, 0.132, 8
3, 0.215, 0.165, 0.055, 0.059, 0.0265, 0.0125, 0.0185, 5
1, 0.64, 0.51, 0.17, 1.3715, 0.567, 0.307, 0.409, 10
3, 0.575, 0.45, 0.145, 0.795, 0.364, 0.1505, 0.26, 10
3, 0.555, 0.395, 0.13, 0.5585, 0.222, 0.1245, 0.17, 9
2, 0.74, 0.565, 0.205, 2.119, 0.9655, 0.5185, 0.482, 12
3, 0.4, 0.29, 0.11, 0.329, 0.188, 0.0455, 0.0825, 6
3, 0.58, 0.42, 0.16, 0.728, 0.2725, 0.19, 0.19, 14
1, 0.56, 0.44, 0.13, 0.8255, 0.2425, 0.202, 0.285, 10
1, 0.65, 0.52, 0.155, 1.368, 0.6185, 0.288, 0.365, 9
3, 0.52, 0.395, 0.125, 0.663, 0.3005, 0.131, 0.1905, 9
3, 0.575, 0.435, 0.13, 0.805, 0.3155, 0.2155, 0.245, 10
3, 0.425, 0.325, 0.105, 0.3975, 0.1815, 0.081, 0.1175, 7
2, 0.61, 0.495, 0.185, 1.1085, 0.3705, 0.3135, 0.33, 12
3, 0.48, 0.39, 0.15, 0.6275, 0.276, 0.134, 0.185, 13
2, 0.56, 0.41, 0.16, 0.8215, 0.342, 0.184, 0.253, 9
1, 0.49, 0.355, 0.155, 0.981, 0.465, 0.2015, 0.2505, 8
1, 0.445, 0.34, 0.12, 0.4475, 0.193, 0.1035, 0.13, 9
3, 0.425, 0.34, 0.1, 0.371, 0.15, 0.0865, 0.115, 8
2, 0.64, 0.5, 0.17, 1.2645, 0.565, 0.3375, 0.315, 9
3, 0.5, 0.385, 0.155, 0.762, 0.3795, 0.161, 0.19, 14
3, 0.41, 0.3, 0.115, 0.2595, 0.097, 0.0515, 0.08, 10
2, 0.475, 0.375, 0.15, 0.559, 0.1955, 0.1215, 0.1945, 12
3, 0.32, 0.25, 0.08, 0.1565, 0.057, 0.034, 0.06, 9
3, 0.415, 0.31, 0.095, 0.311, 0.1125, 0.0625, 0.115, 8
2, 0.595, 0.495, 0.235, 1.366, 0.5065, 0.219, 0.52, 13
2, 0.54, 0.435, 0.175, 0.892, 0.322, 0.174, 0.335, 13
1, 0.55, 0.415, 0.175, 1.042, 0.3295, 0.2325, 0.2905, 15
1, 0.505, 0.4, 0.135, 0.723, 0.377, 0.149, 0.178, 7
2, 0.57, 0.435, 0.14, 0.8585, 0.3905, 0.196, 0.2295, 8
3, 0.505, 0.355, 0.125, 0.601, 0.25, 0.1205, 0.185, 8
3, 0.14, 0.105, 0.035, 0.014, 0.0055, 0.0025, 0.004, 3
1, 0.415, 0.3, 0.1, 0.3355, 0.1545, 0.0685, 0.095, 7
2, 0.61, 0.46, 0.155, 0.957, 0.4255, 0.1975, 0.265, 8
3, 0.24, 0.175, 0.065, 0.0665, 0.031, 0.0135, 0.017, 3
3, 0.135, 0.13, 0.04, 0.029, 0.0125, 0.0065, 0.008, 4
2, 0.535, 0.42, 0.13, 0.699, 0.3125, 0.1565, 0.2035, 8
3, 0.51, 0.375, 0.1, 0.5785, 0.238, 0.1225, 0.175, 7
3, 0.31, 0.24, 0.105, 0.2885, 0.118, 0.065, 0.083, 6
1, 0.35, 0.275, 0.11, 0.2925, 0.1225, 0.0635, 0.0905, 8
2, 0.59, 0.45, 0.16, 0.9, 0.358, 0.156, 0.315, 19
2, 0.44, 0.33, 0.115, 0.4005, 0.143, 0.113, 0.12, 8
3, 0.29, 0.21, 0.07, 0.1115, 0.048, 0.0205, 0.03, 5
2, 0.64, 0.475, 0.14, 1.0725, 0.4895, 0.2295, 0.31, 8
2, 0.515, 0.42, 0.135, 0.6295, 0.2815, 0.127, 0.215, 9
1, 0.63, 0.49, 0.165, 1.2005, 0.575, 0.273, 0.294, 10
1, 0.535, 0.415, 0.135, 0.78, 0.3165, 0.169, 0.2365, 8
1, 0.53, 0.415, 0.13, 0.8425, 0.275, 0.1945, 0.265, 20
3, 0.525, 0.4, 0.14, 0.601, 0.2625, 0.1285, 0.1835, 9
2, 0.62, 0.48, 0.17, 1.1045, 0.535, 0.25, 0.287, 10
2, 0.695, 0.535, 0.175, 1.361, 0.5465, 0.2815, 0.465, 10
1, 0.525, 0.4, 0.13, 0.8295, 0.2405, 0.1825, 0.275, 11
1, 0.6, 0.455, 0.17, 1.1915, 0.696, 0.2395, 0.24, 8
3, 0.56, 0.445, 0.165, 1.0285, 0.4535, 0.253, 0.275, 11
3, 0.315, 0.235, 0.075, 0.1285, 0.051, 0.028, 0.0405, 4
1, 0.53, 0.4, 0.125, 0.7575, 0.398, 0.151, 0.175, 8
